sharpe,cagr,sharpe_vs_spy_diff
1.2246725463205759,0.24430727414595088,0.6339655719720952
1.207388457377615,0.23479810412165603,0.514630466189277
0.8815783459467306,0.16519618176506357,0.4150562426352142
1.0758185502447133,0.20456747142611387,0.27996075831810185
1.1484904762969412,0.23421971754705972,0.4037989678121676
0.930756168665424,0.16923396557242287,0.39555340470850786
1.2047688859074699,0.23802292555870452,0.37972219309169597
0.9550087603961782,0.18480987733523357,0.5287240310254198
1.1730751222319336,0.2398187945831478,0.624141364730364
0.890863057428322,0.1608001148203022,0.3730539025966879
0.909582056534596,0.173774846081314,0.23073982671900506
1.0880798785494132,0.21239420834828593,0.591562572133159
1.0008589071986387,0.1857103643249285,0.2719932011165096
1.1207380787256964,0.2156203705735633,0.41071920553491614
1.177289624197652,0.2283066509378835,0.46726627119069863
1.0737080186974828,0.20279162554202346,0.4618804395743985
1.0150931718365181,0.19598766795093736,0.476432067262084
1.0285401608047235,0.19867843337047453,0.5933983268960443
0.934774846527672,0.18264485436683198,0.48949301846427323
0.9141905606278271,0.16863844961047914,0.5435054466190214
1.0450118339736048,0.20135720509417565,0.43978083629272513
1.3874476141824332,0.2610937931061288,0.7341721155492762
1.1186437272103924,0.21594032963654386,0.679200638625501
1.1960688961868498,0.22835761135860566,0.39398126326959393
0.901182804270695,0.16848171928485312,0.46417665968337907
0.8467551104179817,0.15543112347529098,0.48721044229837507
1.0261420969209643,0.20003015700118243,0.42637965129973165
1.0559199522141496,0.2107703923361961,0.6043522707726552
1.3164008768231954,0.2552563182309535,0.5745811699525785
1.0632356989856295,0.19892874051077403,0.47192828175246704
1.0485801094490794,0.21405691729162601,0.5060473216557786
1.0212126623287534,0.197164725471908,0.40628727996023284
1.0767179890705922,0.20212519114115168,0.6990136622035741
0.94815409706538,0.17617094177326198,0.4700460887702907
1.2537969934595756,0.25221927178886605,0.6003848322678244
1.216393498447202,0.23303839875997046,0.6987205631624711
1.0403284424094934,0.194127025501043,0.5174157383123675
0.7958533047013622,0.14518755021386043,0.38545378421303517
0.8961998244965556,0.17085790384548605,0.3684768265856697
1.0981562053377232,0.20173688766887965,0.5441456234406823
